time,cycle,gps_attitude,temperature,pressure,uv_index,ambient_light,gps_location,co2,SCD_41_temperature,humidity,TSL2591_full_spectrum,TSL2591_infra_red,TSL2591_visiblle,pm2.5,
1609459456,207,Acceleration info x = -4 y = 6 z = -211 roll = 178.3843 pitch = 1.085687,17.67,101679.7,0,0,Waiting for GPS fix...,0,15.22927,45.10719,1409,845,564,None,
1609459457,208,Acceleration info x = -5 y = 7 z = -213 roll = 178.1308 pitch = 1.344098,17.69,101680.8,0,0,Waiting for GPS fix...,0,15.25597,44.67842,1409,846,563,None,
1609459458,209,Acceleration info x = -3 y = 5 z = -211 roll = 178.6557 pitch = 0.8144084,17.73,101679.3,0,0,Waiting for GPS fix...,0,15.25597,44.67842,1405,843,562,None,
1609459459,210,Acceleration info x = -8 y = 6 z = -212 roll = 178.392 pitch = 2.160375,17.74,101678.1,0,0,Waiting for GPS fix...,0,15.25597,44.67842,1408,845,563,None,
1609459460,211,Acceleration info x = -2 y = 6 z = -208 roll = 178.3608 pitch = 0.5507155,17.8,101679.1,0,0,Waiting for GPS fix...,0,15.25597,44.67842,1406,844,562,None,
1609459461,212,Acceleration info x = -7 y = 2 z = -209 roll = 179.465 pitch = 1.918334,17.79,101682.6,0,0,Latitude: 51.85057, Longitude: -0.9655983,0,15.27199,44.32898,1406,844,562,None,
1609459463,213,Acceleration info x = -5 y = 3 z = -208 roll = 179.1869 pitch = 1.376995,17.8,101682.1,0,0,Waiting for GPS fix...,0,15.27199,44.32898,1408,845,563,None,
1609459464,214,Acceleration info x = -6 y = 6 z = -211 roll = 178.3843 pitch = 1.628287,17.78,101682.3,0,0,Latitude: 51.85057, Longitude: -0.9655983,0,15.27199,44.32898,1407,845,562,None,
1609459465,215,Acceleration info x = -5 y = 4 z = -209 roll = 178.9167 pitch = 1.370301,17.76,101680.6,0,0,Waiting for GPS fix...,0,15.27199,44.32898,1405,843,562,None,
1609459466,216,Acceleration info x = -4 y = 3 z = -210 roll = 179.1947 pitch = 1.091185,17.76,101679.8,0,0,Waiting for GPS fix...,2102,15.34142,44.29694,1405,843,562,None,
1609459467,217,Acceleration info x = -5 y = 4 z = -209 roll = 178.9167 pitch = 1.370301,17.72,101681.2,0,0,Waiting for GPS fix...,2102,15.34142,44.29694,1406,844,562,None,
1609459468,218,Acceleration info x = -3 y = 1 z = -206 roll = 179.7351 pitch = 0.8343972,17.73,101681.5,0,0,Waiting for GPS fix...,2102,15.34142,44.29694,1404,843,561,None,
1609459469,219,Acceleration info x = -6 y = 5 z = -207 roll = 178.6295 pitch = 1.659921,17.74,101682.4,0,0,Waiting for GPS fix...,2102,15.34142,44.29694,1412,848,564,None,
1609459471,220,Acceleration info x = -3 y = 6 z = -213 roll = 178.3996 pitch = 0.8066689,17.67,101679.0,0,0,Latitude: 0.1, Longitude: 0.1666667,0,15.35744,44.46326,1406,844,562,None,
1609459472,221,Acceleration info x = -8 y = 5 z = -208 roll = 178.6361 pitch = 2.202125,17.74,101680.3,0,0,Latitude: 0.1166667, Longitude: 9.416666,0,15.35744,44.46326,1405,843,562,None,
1609459473,222,Acceleration info x = -4 y = 5 z = -212 roll = 178.6621 pitch = 1.080703,17.72,101680.5,0,0,Latitude: 27.01667, Longitude: 51.85057,0,15.35744,44.46326,1409,846,563,None,
1609459474,223,Acceleration info x = -7 y = 7 z = -208 roll = 178.0856 pitch = 1.926548,17.72,101679.9,0,0,Waiting for GPS fix...,0,15.35744,44.46326,1404,843,561,None,
1609459475,224,Acceleration info x = -7 y = 4 z = -209 roll = 178.9167 pitch = 1.918071,17.73,101681.5,0,0,Waiting for GPS fix...,0,15.36011,44.47089,1404,843,561,None,
1609459476,225,Acceleration info x = -2 y = 2 z = -208 roll = 179.4623 pitch = 0.5509191,17.75,101679.0,0,0,Waiting for GPS fix...,0,15.36011,44.47089,1407,845,562,None,
1609459477,226,Acceleration info x = -7 y = 4 z = -210 roll = 178.922 pitch = 1.908947,17.79,101680.4,0,0,Waiting for GPS fix...,0,15.36011,44.47089,1403,842,561,None,
1609459479,227,Acceleration info x = -4 y = 6 z = -210 roll = 178.3766 pitch = 1.090852,17.79,101681.1,0,0,Waiting for GPS fix...,0,15.36011,44.47089,1408,845,563,None,
1609459480,228,Acceleration info x = -2 y = 7 z = -212 roll = 178.122 pitch = 0.5402555,17.79,101680.5,0,0,Latitude: 0.1, Longitude: 9.416666,1589,15.41352,44.54566,1408,845,563,None,
1609459481,229,Acceleration info x = -5 y = 6 z = -213 roll = 178.3996 pitch = 1.34429,17.81,101681.4,0,0,Waiting for GPS fix...,1589,15.41352,44.54566,1405,843,562,None,
1609459482,230,Acceleration info x = -7 y = 4 z = -211 roll = 178.9271 pitch = 1.89991,17.78,101680.3,0,0,Latitude: 0.06666667, Longitude: 9.416666,1589,15.41352,44.54566,1406,844,562,None,
1609459483,231,Acceleration info x = -5 y = 5 z = -210 roll = 178.6492 pitch = 1.363642,17.85,101682.8,0,0,Latitude: 27.16667, Longitude: 51.85057,1589,15.41352,44.54566,1405,843,562,None,
1609459484,232,Acceleration info x = -3 y = 4 z = -214 roll = 178.9424 pitch = 0.8030781,17.81,101680.8,0,0,Waiting for GPS fix...,1589,15.41352,44.54566,1405,843,562,None,
1609459485,233,Acceleration info x = -8 y = 4 z = -206 roll = 178.9008 pitch = 2.223706,17.75,101680.4,0,0,Waiting for GPS fix...,0,15.4242,44.64943,1409,846,563,None,
1609459486,234,Acceleration info x = -7 y = 4 z = -210 roll = 178.922 pitch = 1.908947,17.78,101680.2,0,0,Latitude: 51.85057, Longitude: -0.9655899,0,15.4242,44.64943,1405,843,562,None,
1609459488,235,Acceleration info x = -5 y = 5 z = -208 roll = 178.6361 pitch = 1.376741,17.79,101681.2,0,0,Latitude: 51.85057, Longitude: -0.9655899,0,15.4242,44.64943,1404,843,561,None,
1609459489,236,Acceleration info x = -4 y = 7 z = -211 roll = 178.113 pitch = 1.085529,17.8,101681.2,0,0,Waiting for GPS fix...,0,15.4242,44.64943,1404,843,561,None,
1609459490,237,Acceleration info x = -10 y = 5 z = -210 roll = 178.6492 pitch = 2.72574,17.7,101681.0,0,0,Latitude: 51.85057, Longitude: -0.9655899,0,15.47227,44.6479,1404,843,561,None,
1609459491,238,Acceleration info x = -4 y = 3 z = -213 roll = 179.2063 pitch = 1.075823,17.69,101678.6,0,0,Waiting for GPS fix...,0,15.47227,44.6479,1404,843,561,None,
1609459492,239,Acceleration info x = -3 y = 7 z = -213 roll = 178.1308 pitch = 0.8065536,17.76,101681.3,0,0,Latitude: -0.9655899, Longitude: 0.06666667,0,15.47227,44.6479,1403,842,561,None,
1609459493,240,Acceleration info x = -5 y = 5 z = -212 roll = 178.6621 pitch = 1.350789,17.71,101681.0,0,0,Waiting for GPS fix...,0,15.47227,44.6479,1403,842,561,None,
1609459494,241,Acceleration info x = -5 y = 6 z = -209 roll = 178.3687 pitch = 1.369988,17.72,101679.2,0,0,Waiting for GPS fix...,0,15.45892,44.35492,1401,841,560,None,
1609459495,242,Acceleration info x = -3 y = 4 z = -211 roll = 178.9271 pitch = 0.8144907,17.78,101680.9,0,0,Waiting for GPS fix...,0,15.45892,44.35492,1402,841,561,None,
1609459497,243,Acceleration info x = -7 y = 4 z = -211 roll = 178.9271 pitch = 1.89991,17.7,101681.6,0,0,Waiting for GPS fix...,0,15.45892,44.35492,1405,843,562,None,
1609459498,244,Acceleration info x = -5 y = 5 z = -209 roll = 178.6427 pitch = 1.37016,17.68,101680.6,0,0,Waiting for GPS fix...,0,15.45892,44.35492,1402,842,560,None,
1609459499,245,Acceleration info x = -5 y = 2 z = -211 roll = 179.4701 pitch = 1.357505,17.73,101678.6,0,0,Waiting for GPS fix...,0,15.46693,44.03143,1405,843,562,None,
1609459500,246,Acceleration info x = -4 y = 4 z = -208 roll = 178.9115 pitch = 1.101584,17.71,101680.4,0,0,Waiting for GPS fix...,0,15.46693,44.03143,1402,842,560,None,
1609459501,247,Acceleration info x = -6 y = 6 z = -211 roll = 178.3843 pitch = 1.628287,17.78,101680.2,0,0,Waiting for GPS fix...,0,15.46693,44.03143,1403,842,561,None,
1609459502,248,Acceleration info x = -3 y = 5 z = -209 roll = 178.6427 pitch = 0.8221963,17.8,101680.5,0,0,Waiting for GPS fix...,0,15.46693,44.03143,1402,842,560,None,
1609459503,249,Acceleration info x = -5 y = 3 z = -208 roll = 179.1869 pitch = 1.376995,17.81,101680.7,0,0,Waiting for GPS fix...,0,15.48829,43.91089,1403,843,560,None,
1609459505,250,Acceleration info x = -6 y = 6 z = -209 roll = 178.3687 pitch = 1.643847,17.71,101680.3,0,0,Waiting for GPS fix...,0,15.48829,43.91089,1404,842,562,None,
1609459506,251,Acceleration info x = -2 y = 4 z = -215 roll = 178.9473 pitch = 0.5329156,17.69,101679.3,0,0,Waiting for GPS fix...,0,15.48829,43.91089,1404,843,561,None,
1609459507,252,Acceleration info x = -2 y = 5 z = -213 roll = 178.6684 pitch = 0.5378642,17.71,101679.0,0,0,Waiting for GPS fix...,0,15.48829,43.91089,1402,842,560,None,
1609459508,253,Acceleration info x = -7 y = 2 z = -211 roll = 179.4701 pitch = 1.900166,17.7,101678.0,0,0,Waiting for GPS fix...,0,15.52567,43.86511,1402,842,560,None,
1609459509,254,Acceleration info x = -5 y = 3 z = -211 roll = 179.1986 pitch = 1.357429,17.75,101675.4,0,0,Waiting for GPS fix...,0,15.52567,43.86511,1403,842,561,None,
1609459510,255,Acceleration info x = -4 y = 2 z = -212 roll = 179.4727 pitch = 1.080956,17.79,101679.0,0,0,Waiting for GPS fix...,0,15.52567,43.86511,1403,842,561,None,
1609459511,256,Acceleration info x = -6 y = 4 z = -209 roll = 178.9167 pitch = 1.644223,17.83,101679.0,0,0,Latitude: -0.9655884, Longitude: 0.05,0,15.52567,43.86511,1403,843,560,None,
1609459512,257,Acceleration info x = -7 y = 5 z = -208 roll = 178.6361 pitch = 1.927081,17.83,101678.3,0,0,Waiting for GPS fix...,0,15.52567,43.86511,1403,842,561,None,
1609459514,258,Acceleration info x = -3 y = 6 z = -209 roll = 178.3687 pitch = 0.8220929,17.81,101680.0,0,0,Waiting for GPS fix...,0,15.55772,43.53704,1406,844,562,None,
1609459515,259,Acceleration info x = -5 y = 4 z = -212 roll = 178.9323 pitch = 1.350924,17.81,101677.9,0,0,Latitude: 27.11667, Longitude: 28.71667,0,15.55772,43.53704,1402,842,560,None,
1609459516,260,Acceleration info x = -7 y = 4 z = -213 roll = 178.9373 pitch = 1.88209,17.76,101679.2,0,0,Waiting for GPS fix...,0,15.55772,43.53704,1406,844,562,None,
1609459517,261,Acceleration info x = -5 y = 5 z = -212 roll = 178.6621 pitch = 1.350789,17.79,101678.2,0,0,Waiting for GPS fix...,0,15.55772,43.53704,1410,846,564,None,
1609459518,262,Acceleration info x = -4 y = 3 z = -209 roll = 179.1908 pitch = 1.096404,17.79,101678.2,0,0,Waiting for GPS fix...,1248,15.5951,43.52178,1404,843,561,None,
1609459519,263,Acceleration info x = -4 y = 3 z = -214 roll = 179.21 pitch = 1.070798,17.83,101676.8,0,0,Waiting for GPS fix...,1248,15.5951,43.52178,1405,843,562,None,
1609459521,264,Acceleration info x = -9 y = 5 z = -212 roll = 178.6621 pitch = 2.430412,17.82,101678.1,0,0,Latitude: 51.85057, Longitude: -0.9655884,1248,15.5951,43.52178,1405,843,562,None,
1609459522,265,Acceleration info x = -3 y = 5 z = -214 roll = 178.6747 pitch = 0.8029993,17.8,101678.5,0,0,Waiting for GPS fix...,1248,15.5951,43.52178,1410,846,564,None,
1609459523,266,Acceleration info x = -5 y = 6 z = -210 roll = 178.3766 pitch = 1.363472,17.76,101675.6,0,0,Latitude: 51.85057, Longitude: -0.9655884,0,15.60044,43.3875,1407,845,562,None,
1609459524,267,Acceleration info x = -5 y = 2 z = -208 roll = 179.4623 pitch = 1.377075,17.83,101678.3,0,0,Waiting for GPS fix...,0,15.60044,43.3875,1410,846,564,None,
1609459525,268,Acceleration info x = -4 y = 3 z = -211 roll = 179.1986 pitch = 1.086016,17.73,101677.2,0,0,Waiting for GPS fix...,0,15.60044,43.3875,1410,846,564,None,
1609459526,269,Acceleration info x = -2 y = 5 z = -211 roll = 178.6557 pitch = 0.5429592,17.68,101674.9,0,0,Waiting for GPS fix...,0,15.60044,43.3875,1407,844,563,None,
1609459527,270,Acceleration info x = -3 y = 5 z = -210 roll = 178.6492 pitch = 0.8182839,17.7,101679.4,0,0,Waiting for GPS fix...,0,15.60845,43.3051,1405,843,562,None,
1609459528,271,Acceleration info x = -6 y = 7 z = -210 roll = 178.104 pitch = 1.635789,17.68,101677.0,0,0,Waiting for GPS fix...,0,15.60845,43.3051,1409,845,564,None,
1609459530,272,Acceleration info x = -6 y = 5 z = -211 roll = 178.6557 pitch = 1.628488,17.74,101676.6,0,0,Waiting for GPS fix...,0,15.60845,43.3051,1407,844,563,None,
1609459531,273,Acceleration info x = -5 y = 4 z = -211 roll = 178.9271 pitch = 1.357322,17.75,101677.6,0,0,Latitude: -0.9655884, Longitude: 0.05,0,15.60845,43.3051,1408,845,563,None,
1609459532,274,Acceleration info x = -2 y = 4 z = -211 roll = 178.9271 pitch = 0.5430141,17.75,101679.0,0,0,Waiting for GPS fix...,0,15.5951,43.1342,1410,846,564,None,
1609459533,275,Acceleration info x = -6 y = 8 z = -211 roll = 177.8418 pitch = 1.627776,17.74,101678.0,0,0,Latitude: -0.9655884, Longitude: 0.06666667,0,15.5951,43.1342,1406,844,562,None,
1609459534,276,Acceleration info x = -6 y = 5 z = -210 roll = 178.6492 pitch = 1.636234,17.75,101678.2,0,0,Waiting for GPS fix...,0,15.5951,43.1342,1407,845,562,None,
1609459535,277,Acceleration info x = -5 y = 1 z = -209 roll = 179.7391 pitch = 1.370536,17.75,101678.9,0,0,Waiting for GPS fix...,0,15.5951,43.1342,1409,846,563,None,
1609459536,278,Acceleration info x = -8 y = 3 z = -211 roll = 179.1986 pitch = 2.171252,17.68,101679.1,0,0,Waiting for GPS fix...,0,15.5951,43.1342,1409,846,563,None,
1609459538,279,Acceleration info x = -4 y = 4 z = -213 roll = 178.9373 pitch = 1.07574,17.7,101678.1,0,0,Waiting for GPS fix...,0,15.61913,43.12658,1407,844,563,None,
1609459539,280,Acceleration info x = -4 y = 3 z = -212 roll = 179.2025 pitch = 1.080896,17.75,101677.5,0,0,Waiting for GPS fix...,0,15.61913,43.12658,1411,847,564,None,
1609459540,281,Acceleration info x = -5 y = 7 z = -212 roll = 178.122 pitch = 1.350429,17.71,101679.0,0,0,Waiting for GPS fix...,0,15.61913,43.12658,1405,844,561,None,
1609459541,282,Acceleration info x = -5 y = 7 z = -208 roll = 178.0856 pitch = 1.37636,17.7,101679.5,0,0,Latitude: 0.08333334, Longitude: 9.416666,0,15.61913,43.12658,1404,843,561,None,
1609459542,283,Acceleration info x = -6 y = 6 z = -210 roll = 178.3766 pitch = 1.63603,17.57,101679.9,0,0,Latitude: 29.11667, Longitude: 51.85057,0,15.60845,43.06706,1410,846,564,None,
1609459543,284,Acceleration info x = -3 y = 3 z = -211 roll = 179.1986 pitch = 0.8145547,17.55,101678.8,0,0,Latitude: -0.9655884, Longitude: 0.05,0,15.60845,43.06706,1411,847,564,None,
1609459544,285,Acceleration info x = -4 y = 4 z = -211 roll = 178.9271 pitch = 1.085931,17.62,101677.3,0,0,Waiting for GPS fix...,0,15.60845,43.06706,1406,844,562,None,
1609459545,286,Acceleration info x = -8 y = 3 z = -209 roll = 179.1908 pitch = 2.192006,17.65,101677.2,0,0,Waiting for GPS fix...,0,15.60845,43.06706,1408,845,563,None,
1609459547,287,Acceleration info x = -7 y = 5 z = -208 roll = 178.6361 pitch = 1.927081,17.62,101677.3,0,0,Waiting for GPS fix...,0,15.5684,42.9099,1408,845,563,None,
1609459548,288,Acceleration info x = -4 y = 3 z = -213 roll = 179.2063 pitch = 1.075823,17.64,101676.3,0,0,Waiting for GPS fix...,0,15.5684,42.9099,1411,847,564,None,
1609459549,289,Acceleration info x = -8 y = 5 z = -207 roll = 178.6295 pitch = 2.212746,17.64,101675.6,0,0,Waiting for GPS fix...,0,15.5684,42.9099,1408,845,563,None,
1609459550,290,Acceleration info x = -3 y = 6 z = -212 roll = 178.392 pitch = 0.8104705,17.6,101676.1,0,0,Waiting for GPS fix...,0,15.5684,42.9099,1409,846,563,None,
1609459551,291,Acceleration info x = -6 y = 3 z = -211 roll = 179.1986 pitch = 1.62878,17.62,101675.8,0,0,Latitude: 0.08333334, Longitude: 9.416666,0,15.57374,42.87938,1406,844,562,None,
1609459552,292,Acceleration info x = -5 y = 3 z = -211 roll = 179.1986 pitch = 1.357429,17.63,101675.4,0,0,Waiting for GPS fix...,0,15.57374,42.87938,1404,843,561,None,
1609459553,293,Acceleration info x = -6 y = 2 z = -211 roll = 179.4701 pitch = 1.628872,17.69,101675.7,0,0,Waiting for GPS fix...,0,15.57374,42.87938,1404,843,561,None,
1609459555,294,Acceleration info x = -7 y = 5 z = -210 roll = 178.6492 pitch = 1.908753,17.74,101678.0,0,0,Waiting for GPS fix...,0,15.57374,42.87938,1404,843,561,None,
1609459556,295,Acceleration info x = -5 y = 4 z = -210 roll = 178.922 pitch = 1.363781,17.72,101677.1,0,0,Waiting for GPS fix...,0,15.61112,42.83665,1404,843,561,None,
1609459557,296,Acceleration info x = -8 y = 6 z = -210 roll = 178.3766 pitch = 2.180913,17.78,101676.6,0,0,Waiting for GPS fix...,0,15.61112,42.83665,1405,843,562,None,
1609459558,297,Acceleration info x = -6 y = 4 z = -209 roll = 178.9167 pitch = 1.644223,17.72,101675.0,0,0,Latitude: 51.85057, Longitude: -0.9655884,0,15.61112,42.83665,1403,842,561,None,
1609459559,298,Acceleration info x = -7 y = 3 z = -212 roll = 179.2025 pitch = 1.891105,17.78,101677.4,0,0,Waiting for GPS fix...,0,15.61112,42.83665,1404,842,562,None,
1609459560,299,Acceleration info x = -4 y = 4 z = -208 roll = 178.9115 pitch = 1.101584,17.86,101676.6,0,0,Waiting for GPS fix...,0,15.64317,42.74815,1400,841,559,None,
1609459561,300,Acceleration info x = -11 y = 5 z = -210 roll = 178.6492 pitch = 2.99784,17.89,101677.2,0,0,Waiting for GPS fix...,0,15.64317,42.74815,1404,843,561,None,
1609459562,301,Acceleration info x = -5 y = 4 z = -215 roll = 178.9473 pitch = 1.332088,17.9,101676.7,0,0,Waiting for GPS fix...,0,15.64317,42.74815,1407,844,563,None,
1609459564,302,Acceleration info x = -4 y = 5 z = -209 roll = 178.6427 pitch = 1.096203,17.95,101674.7,0,0,Waiting for GPS fix...,0,15.64317,42.74815,1402,842,560,None,
1609459565,303,Acceleration info x = -5 y = 4 z = -210 roll = 178.922 pitch = 1.363781,17.97,101677.3,0,0,Waiting for GPS fix...,0,15.64317,42.74815,1404,843,561,None,
1609459566,304,Acceleration info x = -6 y = 5 z = -212 roll = 178.6621 pitch = 1.620815,18.0,101674.3,0,0,Waiting for GPS fix...,0,15.7126,42.76493,1403,842,561,None,
1609459567,305,Acceleration info x = -5 y = 6 z = -211 roll = 178.3843 pitch = 1.357017,18.01,101674.4,0,0,Waiting for GPS fix...,0,15.7126,42.76493,1403,842,561,None,
1609459568,306,Acceleration info x = -6 y = 3 z = -212 roll = 179.2025 pitch = 1.621103,18.05,101674.5,0,0,Latitude: 51.85057, Longitude: -0.9655884,0,15.7126,42.76493,1403,842,561,None,
1609459569,307,Acceleration info x = -3 y = 5 z = -210 roll = 178.6492 pitch = 0.8182839,18.06,101673.2,0,0,Waiting for GPS fix...,0,15.7126,42.76493,1404,843,561,None,
1609459570,308,Acceleration info x = -5 y = 6 z = -209 roll = 178.3687 pitch = 1.369988,18.08,101674.3,0,0,Waiting for GPS fix...,0,15.8114,42.7451,1408,845,563,None,
1609459572,309,Acceleration info x = -6 y = 5 z = -211 roll = 178.6557 pitch = 1.628488,18.14,101673.1,0,0,Waiting for GPS fix...,0,15.8114,42.7451,1406,844,562,None,
1609459573,310,Acceleration info x = -6 y = 7 z = -211 roll = 178.113 pitch = 1.62805,18.19,101675.5,0,0,Latitude: 51.85057, Longitude: -0.9655867,0,15.8114,42.7451,1408,845,563,None,
1609459574,311,Acceleration info x = -4 y = 5 z = -208 roll = 178.6361 pitch = 1.101469,18.19,101674.8,0,0,Waiting for GPS fix...,0,15.8114,42.7451,1404,843,561,None,
1609459575,312,Acceleration info x = -9 y = 4 z = -213 roll = 178.9373 pitch = 2.419261,18.22,101671.9,0,0,Waiting for GPS fix...,0,15.87014,42.7451,1405,843,562,None,
1609459576,313,Acceleration info x = -7 y = 4 z = -210 roll = 178.922 pitch = 1.908947,18.23,101672.0,0,0,Waiting for GPS fix...,0,15.87014,42.7451,1405,843,562,None,
1609459577,314,Acceleration info x = -5 y = 5 z = -212 roll = 178.6621 pitch = 1.350789,18.29,101672.4,0,0,Waiting for GPS fix...,0,15.87014,42.7451,1405,843,562,None,
1609459578,315,Acceleration info x = -6 y = 3 z = -209 roll = 179.1908 pitch = 1.644355,18.34,101671.2,0,0,Waiting for GPS fix...,0,15.87014,42.7451,1404,843,561,None,
1609459580,316,Acceleration info x = -8 y = 5 z = -211 roll = 178.6557 pitch = 2.170863,18.42,101671.8,0,0,Waiting for GPS fix...,0,15.93156,42.67949,1406,844,562,None,
1609459581,317,Acceleration info x = -4 y = 3 z = -209 roll = 179.1908 pitch = 1.096404,18.41,101670.9,0,0,Latitude: -0.9655867, Longitude: 0.05,0,15.93156,42.67949,1405,843,562,None,
1609459582,318,Acceleration info x = -6 y = 5 z = -208 roll = 178.6361 pitch = 1.651949,18.4,101671.4,0,0,Latitude: 1.166667, Longitude: 30.36667,0,15.93156,42.67949,1408,845,563,None,
1609459583,319,Acceleration info x = -8 y = 5 z = -211 roll = 178.6557 pitch = 2.170863,18.48,101670.9,0,0,Latitude: -0.9655867, Longitude: 0.06666667,0,15.93156,42.67949,1405,843,562,None,
1609459584,320,Acceleration info x = -5 y = 5 z = -205 roll = 178.616 pitch = 1.396869,18.51,101674.3,0,0,Waiting for GPS fix...,0,16.02502,42.81681,1408,845,563,None,
1609459585,321,Acceleration info x = -1 y = 5 z = -209 roll = 178.6427 pitch = 0.2740822,18.48,101673.0,0,0,Waiting for GPS fix...,0,16.02502,42.81681,1405,843,562,None,
1609459586,322,Acceleration info x = -8 y = 5 z = -210 roll = 178.6492 pitch = 2.181185,18.51,101672.1,0,0,Waiting for GPS fix...,0,16.02502,42.81681,1408,845,563,None,
1609459587,323,Acceleration info x = -7 y = 3 z = -212 roll = 179.2025 pitch = 1.891105,18.55,101675.6,0,0,Waiting for GPS fix...,0,16.02502,42.81681,1407,845,562,None,
1609459589,324,Acceleration info x = -8 y = 5 z = -212 roll = 178.6621 pitch = 2.160638,18.56,101672.9,0,0,Waiting for GPS fix...,0,16.08911,42.7863,1405,843,562,None,
1609459590,325,Acceleration info x = -7 y = 5 z = -211 roll = 178.6557 pitch = 1.899718,18.65,101675.2,0,0,Waiting for GPS fix...,0,16.08911,42.7863,1404,843,561,None,
1609459591,326,Acceleration info x = -5 y = 5 z = -212 roll = 178.6621 pitch = 1.350789,18.68,101674.3,0,0,Latitude: 0.05, Longitude: 9.416666,0,16.08911,42.7863,1406,844,562,None,
1609459592,327,Acceleration info x = -7 y = 3 z = -211 roll = 179.1986 pitch = 1.900059,18.71,101676.3,0,0,Latitude: 30.51667, Longitude: 51.85057,0,16.08911,42.7863,1407,845,562,None,
1609459593,328,Acceleration info x = -5 y = 3 z = -211 roll = 179.1986 pitch = 1.357429,18.71,101672.7,0,0,Waiting for GPS fix...,0,16.08911,42.7863,1406,844,562,None,
1609459594,329,Acceleration info x = -5 y = 3 z = -214 roll = 179.21 pitch = 1.33841,18.71,101672.7,0,0,Waiting for GPS fix...,0,16.1532,42.59708,1407,844,563,None,
1609459595,330,Acceleration info x = -6 y = 5 z = -210 roll = 178.6492 pitch = 1.636234,18.77,101671.7,0,0,Waiting for GPS fix...,0,16.1532,42.59708,1404,843,561,None,
1609459597,331,Acceleration info x = -7 y = 6 z = -211 roll = 178.3843 pitch = 1.899484,18.81,101669.6,0,0,Waiting for GPS fix...,0,16.1532,42.59708,1403,842,561,None,
1609459598,332,Acceleration info x = -6 y = 4 z = -213 roll = 178.9373 pitch = 1.613374,18.86,101667.6,0,0,Waiting for GPS fix...,0,16.1532,42.59708,1403,842,561,None,
1609459599,333,Acceleration info x = -5 y = 6 z = -214 roll = 178.4071 pitch = 1.338016,18.86,101667.6,0,0,Waiting for GPS fix...,0,16.23064,42.61539,1405,843,562,None,
1609459600,334,Acceleration info x = -6 y = 4 z = -210 roll = 178.922 pitch = 1.636401,18.85,101670.2,0,0,Waiting for GPS fix...,0,16.23064,42.61539,1402,842,560,None,
1609459601,335,Acceleration info x = -6 y = 6 z = -209 roll = 178.3687 pitch = 1.643847,18.81,101669.6,0,0,Waiting for GPS fix...,0,16.23064,42.61539,1406,843,563,None,
1609459602,336,Acceleration info x = -4 y = 2 z = -207 roll = 179.4596 pitch = 1.107057,18.83,101669.3,0,0,Waiting for GPS fix...,0,16.23064,42.61539,1403,842,561,None,
1609459603,337,Acceleration info x = -6 y = 4 z = -212 roll = 178.9323 pitch = 1.620977,18.77,101673.9,0,0,Waiting for GPS fix...,0,16.30808,42.43382,1402,841,561,None,
1609459604,338,Acceleration info x = -4 y = 4 z = -212 roll = 178.9323 pitch = 1.080812,18.76,101675.8,0,0,Waiting for GPS fix...,0,16.30808,42.43382,1406,844,562,None,
1609459606,339,Acceleration info x = -4 y = 5 z = -212 roll = 178.6621 pitch = 1.080703,18.74,101673.3,0,0,Waiting for GPS fix...,0,16.30808,42.43382,1401,840,561,None,
1609459607,340,Acceleration info x = -5 y = 6 z = -211 roll = 178.3843 pitch = 1.357017,18.79,101672.1,0,0,Waiting for GPS fix...,0,16.30808,42.43382,1403,842,561,None,
1609459608,341,Acceleration info x = -4 y = 6 z = -214 roll = 178.4071 pitch = 1.070483,18.79,101671.3,0,0,Latitude: 51.85057, Longitude: -0.9655834,0,16.31609,42.24155,1402,841,561,None,
1609459609,342,Acceleration info x = -6 y = 6 z = -213 roll = 178.3996 pitch = 1.613018,18.85,101669.5,0,0,Waiting for GPS fix...,0,16.31609,42.24155,1403,842,561,None,
1609459610,343,Acceleration info x = -7 y = 5 z = -212 roll = 178.6621 pitch = 1.890769,18.81,101670.3,0,0,Latitude: 51.85057, Longitude: -0.9655834,0,16.31609,42.24155,1404,843,561,None,
1609459611,344,Acceleration info x = -5 y = 3 z = -210 roll = 179.1947 pitch = 1.363889,18.82,101671.8,0,0,Waiting for GPS fix...,0,16.31609,42.24155,1404,843,561,None,
1609459612,345,Acceleration info x = -11 y = 5 z = -207 roll = 178.6295 pitch = 3.041181,18.82,101673.3,0,0,Waiting for GPS fix...,0,16.34012,42.11948,1401,841,560,None,
1609459614,346,Acceleration info x = -4 y = 8 z = -211 roll = 177.8418 pitch = 1.085346,18.8,101674.4,0,0,Waiting for GPS fix...,0,16.34012,42.11948,1402,841,561,None,
1609459615,347,Acceleration info x = -7 y = 4 z = -210 roll = 178.922 pitch = 1.908947,18.84,101672.9,0,0,Waiting for GPS fix...,0,16.34012,42.11948,1403,842,561,None,
1609459616,348,Acceleration info x = -7 y = 5 z = -213 roll = 178.6684 pitch = 1.881903,18.8,101672.3,0,0,Waiting for GPS fix...,0,16.34012,42.11948,1402,841,561,None,
1609459617,349,Acceleration info x = -7 y = 5 z = -211 roll = 178.6557 pitch = 1.899718,18.81,101669.5,0,0,Waiting for GPS fix...,1254,16.36415,42.08438,1402,842,560,None,
1609459618,350,Acceleration info x = -5 y = 3 z = -213 roll = 179.2063 pitch = 1.34469,18.72,101671.6,0,0,Waiting for GPS fix...,1254,16.36415,42.08438,1410,846,564,None,
